"","sentence","word","string","disambiguating_word","mpath","revision","seed_name","seed","step","0_1","1_1","2_1","3_1","0_2","1_2","2_2","3_2","0_3","1_3","2_3","3_3","0_4","1_4","2_4","3_4","0_5","1_5","2_5","3_5","0_6","1_6","2_6","3_6"
"2402","She had a natural charm.","charm","charm","natural","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0471371412277222,0.132061094045639,0.0927796065807342,0.00924210809171199,0.0757558941841125,1.2077626934115e-06,0.0134865641593933,0.210480347275734,0.354576051235199,0.0296700093895197,0.164700657129288,0.161465957760811,0.759064972400665,0.00606676237657666,0.155037805438042,0.0719727575778961,0.0336983576416969,9.84515095316108e-13,6.17126305613169e-09,3.26326639401048e-18,3.63493006114943e-29,1.05819640566453e-20,1.09512415636448e-31,0
"2403","She had a gold charm.","charm","charm","gold","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.023104302585125,0.135578706860542,0.078206941485405,0.0119586354121566,0.0975250080227852,0.00045602783211506,0.00598413636907935,0.335673600435257,0.384815454483032,0.0261598657816648,0.202483057975769,0.0294477101415396,0.810090839862823,0.00577303441241383,0.246610254049301,0.0210224073380232,0.0272978506982327,1.13130772111392e-11,9.04380712540842e-08,8.25445042044104e-16,0.99973052740097,4.15245362333334e-17,3.8827201502705e-16,8.36807683502917e-30
"2404","They liked the juicy chicken.","chicken","chicken","juicy","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0182423833757639,0.0056022903881967,0.0978683233261108,0.0335748754441738,0.0873077213764191,9.13310304895276e-06,0.00028249775641597,0.0950145125389099,0.112782418727875,0.0306107923388481,0.100433133542538,0.0450130775570869,0.409305155277252,0.0409617945551872,0.131465643644333,0.0223839581012726,0.0487821325659752,5.25082999303095e-09,4.98545887239743e-07,1.82549237363753e-14,8.57489674885841e-38,1.14713330194313e-25,1.14454095401567e-26,0
"2405","They liked the roasted chicken.","chicken","chicken","roasted","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0288400445133448,0.604479908943176,0.147304490208626,0.00014487019507214,0.262346565723419,6.14809323451482e-05,0.00743405101820826,0.356801569461823,0.543799877166748,0.241527527570724,0.295383632183075,0.471750825643539,0.828237354755402,0.273716300725937,0.269324690103531,0.120689108967781,0.0697126165032387,8.61209237257299e-09,1.41269356390694e-05,2.03982854912743e-11,2.64341678219652e-17,1.66870074421071e-24,2.68100208781477e-14,4.88552508134027e-37
"2406","They liked the clucking chicken.","chicken","chicken","clucking","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0386188216507435,0.0204780846834183,0.081508606672287,0.0510589219629764,0.0765104293823242,4.71807543362956e-05,0.00054933404317125,0.212621927261353,0.0757353380322456,0.132601857185364,0.110851541161537,0.181819781661034,0.435587674379349,0.123262748122215,0.141561299562454,0.0510236397385597,0.025666818022728,1.10985931556229e-09,4.71544854008243e-06,1.03273353410649e-11,2.15248214410175e-34,5.36108369499959e-18,7.36308224310352e-25,8.10606153250479e-35
"2407","It was a perceptive class.","class","class","perceptive","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0414835661649704,0.109393879771233,0.0136322248727083,0.00721575645729899,0.112598337233067,0.00347764464095234,0.00083905219798907,0.185208797454834,0.218499511480331,0.0429614335298538,0.235730022192001,0.124877437949181,0.45644673705101,0.0710842832922935,0.141168490052223,0.0519170612096786,0.116255253553391,9.85646579465538e-07,3.40477272402495e-05,1.76541377072681e-07,2.10346802148788e-25,1.82941270185213e-18,5.42403201171112e-29,0
"2408","It was a misbehaving class.","class","class","misbehaving","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0360786728560925,0.109195075929165,0.0254450924694538,0.0368778929114342,0.113195776939392,2.65194785242784e-06,0.00186958909034729,0.160989046096802,0.143238514661789,0.0382292568683624,0.135410249233246,0.0925333127379417,0.30949667096138,0.0449909940361977,0.120713017880917,0.0272657331079245,0.0513624176383018,3.0344491364076e-08,0.00028155554900877,1.23423948839019e-09,1.19009630709238e-12,1.2186786478509e-14,6.57835021613892e-23,3.58652495291816e-31
"2409","It was a boring class.","class","class","boring","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0296816155314445,0.179154604673386,0.0526584982872009,0.0191985070705414,0.0460366830229759,3.11651793261092e-09,0.00604216707870364,0.350353956222534,0.506531894207001,0.132297903299332,0.352847278118134,0.228832542896271,0.825905084609985,0.170080676674843,0.193673551082611,0.0666659027338028,0.181417733430862,1.26140502487715e-08,5.67049596611469e-07,3.44314827300726e-13,9.16429487851644e-10,1.65792653898228e-17,3.34693424137229e-23,6.61852826827173e-38
"2410","It was a film clip.","clip","clip","film","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.011343345977366,0.33875435590744,0.081504613161087,0.0143010234460235,0.0854757949709892,0.00405456032603979,0.0320808254182339,0.407371312379837,0.425654470920563,0.0257126316428185,0.274543702602386,0.089028611779213,0.887467801570892,0.0243376065045595,0.347339868545532,0.028561582788825,0.116674304008484,3.82917898777979e-11,1.7358968307235e-06,1.33247970542436e-15,1,1.30624955465006e-21,5.49686796080806e-10,2.14331463221083e-22
"2411","It was a video clip.","clip","clip","video","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0921790152788162,0.551908850669861,0.0930589661002159,0.0395651683211327,0.0719766542315483,0.00027534493710845,0.0661915615200996,0.375127822160721,0.42475414276123,0.0676516368985176,0.258976966142654,0.0833147615194321,0.882959604263306,0.0310882199555635,0.300613939762115,0.0290153808891773,0.0995690152049065,2.10379057924426e-11,4.81062613744143e-07,3.88578217437482e-16,0.958380281925201,9.11036774164801e-21,8.62778404275843e-10,1.73587179331346e-33
"2412","It was a hair clip.","clip","clip","hair","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0372358709573746,0.114248678088188,0.0515036545693874,0.0219720378518104,0.0659033134579659,4.93939405714627e-05,0.045604407787323,0.411318153142929,0.402189940214157,0.0703947171568871,0.34014368057251,0.0551676526665687,0.915580332279205,0.0265911463648081,0.287285655736923,0.0183454379439354,0.109449878334999,1.08253354197396e-11,3.09954543808999e-07,1.58670658602649e-16,1,7.02783735391759e-22,3.66032421386664e-12,6.18929468702766e-25
"2413","It was an icy cold.","cold","cold","icy","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.245203524827957,0.550729155540466,0.421867489814758,0.335157215595245,0.105393044650555,0.0240624751895666,0.157458439469337,0.412788271903992,0.616630852222443,0.288966119289398,0.150735139846802,0.398363083600998,0.854375898838043,0.0886792838573456,0.163554340600967,0.0383784137666225,0.0417325235903263,2.20331153322206e-09,2.80422796095081e-07,2.80889525370752e-14,1,2.29044988126953e-16,1.29449853614183e-11,8.65334264664495e-25
"2414","It was a freezing cold.","cold","cold","freezing","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.205576553940773,0.19591797888279,0.169232249259949,0.0257921442389488,0.13154511153698,0.00063091702759265,0.0179965291172266,0.372257024049759,0.694798529148102,0.212749734520912,0.24221159517765,0.365739077329636,0.882736265659332,0.0976776778697968,0.257568418979645,0.0339309424161911,0.0524576418101788,5.77444472446564e-12,2.80022078413822e-07,1.45548260402024e-18,1,5.85094551172728e-27,7.34487815077893e-14,0
"2415","It was a chest cold.","cold","cold","chest","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.15690216422081,0.318911969661713,0.240051805973053,0.0154020106419921,0.0648507475852966,1.16184207854531e-06,0.0262166149914265,0.511096835136414,0.410730600357056,0.100369773805141,0.307439625263214,0.132144093513489,0.847688734531403,0.058364026248455,0.237139418721199,0.0589990243315697,0.235828697681427,4.63632998659591e-09,2.82124819932505e-05,3.77753682284307e-13,0.999971985816956,9.81001891417167e-20,3.78693414404552e-07,5.90509728194898e-31
"2416","It was a gossip column.","column","column","gossip","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0320266857743263,0.341363489627838,0.0563888251781464,0.00718777859583497,0.112137831747532,1.29899234480035e-07,0.0357077941298485,0.373349726200104,0.678730487823486,0.124103687703609,0.360631227493286,0.0898948758840561,0.908048868179321,0.094472162425518,0.326330661773682,0.0192612465471029,0.153564587235451,1.03316795119213e-08,4.83668145534466e-06,2.04874333643856e-12,0.00210322416387498,1.11252703385782e-19,5.80407820410083e-20,1.53110358527937e-30
"2417","It was a sports column.","column","column","sports","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0362905338406563,0.369418561458588,0.0780144706368446,0.0271260682493448,0.101423032581806,1.89327948874052e-07,0.0109710041433573,0.398404687643051,0.732684195041656,0.227532804012299,0.366800010204315,0.14079549908638,0.897711157798767,0.043345034122467,0.330861449241638,0.0212258901447058,0.0783673897385597,4.05053546259637e-09,5.0380429456709e-05,1.38413193124902e-13,0.999942660331726,1.22486020314466e-18,7.86568952533515e-21,8.2899495308125e-30
"2418","It was a concrete column.","column","column","concrete","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0592097751796246,0.363258302211761,0.0205708779394627,0.0100638242438436,0.060066532343626,1.38662485937857e-07,0.00294724642299115,0.434840589761734,0.672704696655273,0.102807775139809,0.349605351686478,0.207864210009575,0.877479553222656,0.0216827504336834,0.293317466974258,0.0421259962022304,0.0698015615344048,1.17871234994738e-09,2.12270606425591e-06,1.07418973482919e-14,1,3.367925751886e-17,1.36020547606815e-16,8.12806068024181e-24
"2419","He liked the investment company.","company","company","investment","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0195648521184921,0.353571653366089,0.350349605083466,0.00112693849951028,0.112428747117519,0.00119650934357196,0.0132252424955368,0.401414334774017,0.583727419376373,0.321331858634949,0.22391477227211,0.191630363464355,0.870079159736633,0.00808119587600231,0.313654035329819,0.0577167496085167,0.0216884128749371,2.97708038776712e-13,1.41083063454062e-07,3.51633108378402e-19,1,5.44687510566963e-28,2.50800182344233e-16,0
"2420","He liked the pharmaceutical company.","company","company","pharmaceutical","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.017728753387928,0.0398573204874992,0.187177255749702,0.00192178518045693,0.123833149671555,1.24809157568961e-05,0.00731932604685425,0.365085780620575,0.541403591632843,0.37784281373024,0.217165395617485,0.039961326867342,0.815344393253326,0.00948547758162021,0.255446285009384,0.0551611855626106,0.0297429636120796,3.03486298591782e-11,2.26002910608258e-07,5.28716228596848e-18,1,6.27491013578022e-22,6.15345774335196e-09,3.54328302964972e-30
"2421","He liked the pleasant company.","company","company","pleasant","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.030737766996026,0.145294815301895,0.16992224752903,0.00576548464596271,0.0759679898619652,3.6747504594814e-08,0.0023614892270416,0.29672384262085,0.315828680992126,0.239245131611824,0.216585725545883,0.101638607680798,0.77023059129715,0.0259431134909391,0.228873640298843,0.100354835391045,0.0442509055137634,6.80056325922523e-13,2.78157187949546e-07,2.20467336933015e-16,5.96017300180327e-20,1.58560055873292e-26,3.07749574220028e-19,0
"2422","It was a waffle cone.","cone","cone","waffle","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.079445481300354,0.051134716719389,0.0204293839633465,0.14378497004509,0.0508211962878704,7.95699525042437e-05,0.0088796429336071,0.118631422519684,0.0601851567625999,0.0100814616307616,0.08235864341259,0.0450030080974102,0.299470543861389,0.00934831332415342,0.103183709084988,0.0229561328887939,0.040515523403883,2.19662704692425e-10,9.73063652054407e-06,4.42304786546499e-12,2.9683042824281e-19,2.25015320742675e-21,3.34884233812984e-24,0
"2423","It was a sugar cone.","cone","cone","sugar","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.338342577219009,0.135439723730087,0.346746146678925,0.182531833648682,0.0624448619782925,1.14273807412246e-05,0.0825695767998695,0.438892096281052,0.423912316560745,0.0806450247764587,0.207818791270256,0.241288468241692,0.892185389995575,0.0530983135104179,0.304744720458984,0.0686265528202057,0.110908500850201,5.119148216437e-09,6.36490904071252e-06,1.1411441995339e-13,1,5.42658857438519e-16,0.180290162563324,4.70569086084491e-14
"2424","It was an orange cone.","cone","cone","orange","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.145793423056602,0.166392967104912,0.284106254577637,0.20853528380394,0.0498895682394504,0.00015155847358983,0.0321954004466534,0.354252636432648,0.278119325637817,0.0871842056512833,0.169671148061752,0.134989961981773,0.879654169082642,0.0187287721782923,0.224596485495567,0.02224993519485,0.0956061854958534,4.79237594053217e-10,8.02439387825871e-07,8.68255103637873e-15,1,8.37729018247651e-17,0.958937168121338,4.20021635539114e-21
"2425","He made a charitable contribution.","contribution","contribution","charitable","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.10899344086647,0.501906156539917,0.0562896654009819,0.0440627969801426,0.133553147315979,3.64699275223757e-07,0.206407502293587,0.648820757865906,0.526595413684845,0.325238764286041,0.37978458404541,0.35733500123024,0.858817994594574,0.0509229451417923,0.368396252393723,0.0971357524394989,0.156849548220634,3.01702769434087e-08,8.0314370279666e-05,5.54421214341884e-14,0.966410458087921,1.70660274969341e-24,7.03386059097542e-16,2.18888229139609e-38
"2426","He made a voluntary contribution.","contribution","contribution","voluntary","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0261393617838621,0.222286686301231,0.0284975133836269,0.00272784288972616,0.110049337148666,8.49474659503358e-08,0.0139351272955537,0.402026236057281,0.569176435470581,0.0759167373180389,0.411312103271484,0.139951542019844,0.845371186733246,0.0542740449309349,0.242919489741325,0.108395308256149,0.106551989912987,1.10234932293451e-09,0.00042652236879803,9.09891685786516e-16,6.19254949666432e-32,6.41018052077556e-32,2.60558855243226e-35,0
"2427","He made a scholarly contribution.","contribution","contribution","scholarly","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.136281907558441,0.35312095284462,0.0240704603493214,0.0242015589028597,0.150322780013084,1.77077417902183e-05,0.173580825328827,0.486766457557678,0.612523198127747,0.240757659077644,0.38627353310585,0.236931294202805,0.795776963233948,0.0447436422109604,0.292045086622238,0.0387414507567882,0.0426135137677193,3.93374499640942e-10,7.37130085326498e-06,1.213151164947e-14,2.19608008773136e-16,3.23539250426071e-24,8.58200495789577e-31,0
"2428","That was the noble count.","count","count","noble","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0124432388693094,0.176901608705521,0.01015370991081,0.0556206293404102,0.0469655878841877,3.32804517277907e-09,0.098567359149456,0.505000412464142,0.344777435064316,0.0307148452848196,0.396239399909973,0.216360732913017,0.88970559835434,0.0782686620950699,0.311924010515213,0.0794662088155746,0.0644498094916344,5.81684755918133e-10,2.63070478467853e-06,5.16870346436299e-15,2.14774171780618e-08,2.73459589526662e-15,3.02522131685948e-16,2.15363399588163e-29
"2429","That was the vengeful count.","count","count","vengeful","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0868887305259705,0.242045447230339,0.0481843650341034,0.239917621016502,0.0615606009960174,4.58930207969388e-06,0.0371746122837067,0.180038958787918,0.148329839110374,0.0154578536748886,0.100443586707115,0.0919771194458008,0.305796444416046,0.109192751348019,0.148604437708855,0.103365048766136,0.0681911259889603,4.39615410741112e-09,3.0379658255697e-06,3.48964412054398e-12,3.67197742434655e-07,5.4654821601099e-19,1.08859947350757e-21,7.4678356493205e-37
"2430","That was the final count.","count","count","final","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0152105381712317,0.0987893268465996,0.0562083832919598,0.0853756740689278,0.0252562928944826,1.28206096405847e-07,0.0359383709728718,0.441120505332947,0.29952397942543,0.0506986044347286,0.291339010000229,0.295721143484116,0.845877170562744,0.0961839705705643,0.280384927988052,0.118785291910172,0.0465301983058453,7.38364439034633e-11,5.60255557502387e-06,5.46102402122946e-14,0,1.9020556607364e-23,7.84458725896956e-31,0
"2431","It was an introductory course.","course","course","introductory","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.113629199564457,0.0150232492014766,0.0345541462302208,0.0716783627867699,0.0369776599109173,4.46097546955571e-05,0.0271423980593681,0.746307730674744,0.266872465610504,0.044099498540163,0.333402276039124,0.248249381780624,0.879990577697754,0.365555673837662,0.301027625799179,0.103846251964569,0.123725466430187,6.4191471582653e-11,4.12766348745208e-06,6.50096992924288e-16,1.58611435110124e-29,5.80295005869567e-25,1.64902555803126e-31,0
"2432","It was a pass-fail course.","course","course","pass-fail","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.13646337389946,0.0929361209273338,0.124352917075157,0.0525120012462139,0.155386716127396,0.156593427062035,0.0385478436946869,0.254445403814316,0.16051858663559,0.0155851989984512,0.0993432626128197,0.0203262977302074,0.303867280483246,0.0135682858526707,0.129986882209778,0.0474296286702156,0.0551048181951046,1.93503346679336e-08,0.00061635067686438,3.69794079801977e-08,2.77165934647883e-08,9.69183237705598e-17,2.91884639830493e-14,7.70756492977308e-35
"2433","It was a charted course.","course","course","charted","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0947551652789116,0.0786587297916412,0.0552595183253288,0.10387996584177,0.107760190963745,1.01344517133839e-06,0.190259605646133,0.376426577568054,0.194595366716385,0.0395309217274189,0.199444711208344,0.0669603198766708,0.467154979705811,0.0515201985836029,0.224293559789658,0.0354300886392593,0.075782909989357,4.73727146399483e-09,0.0007517053745687,1.17954569180644e-13,2.12960205026036e-12,2.72491310802684e-19,3.95979803088827e-16,1.65823222815158e-33
"2434","It was a dinner date.","date","date","dinner","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0128127858042717,0.0320432931184769,0.0112515548244119,0.0384743139147758,0.074985183775425,5.7236064776589e-07,0.0178589150309563,0.562653005123138,0.428722202777863,0.0208389237523079,0.206472277641296,0.0307844169437885,0.839838981628418,0.0417781807482243,0.363051921129227,0.0233768057078123,0.0831129178404808,5.54345243956845e-15,1.35591848859917e-08,3.42312831439416e-20,1,6.17895688180148e-22,1.52674983837642e-05,9.37083313735405e-31
"2435","It was a blind date.","date","date","blind","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0132191563025117,0.306309789419174,0.0158753916621208,0.0239019244909286,0.0623309463262558,7.61101972557299e-08,0.0147132435813546,0.552229702472687,0.354488253593445,0.114393085241318,0.225042179226875,0.0483261197805405,0.796260118484497,0.0370049178600311,0.181498497724533,0.0456542484462261,0.108577586710453,3.6513661018367e-12,4.81237123040046e-07,1.16752784753156e-16,5.06527888469892e-30,4.6429768403694e-29,1.64255074321075e-35,0
"2436","It was an expiration date.","date","date","expiration","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.00597163196653127,0.412598043680191,0.15825617313385,0.0226016063243151,0.0672909840941429,1.60415675054537e-05,0.0497442558407784,0.629407286643982,0.538256287574768,0.165496915578842,0.215377241373062,0.0362410917878151,0.857946336269379,0.121980272233486,0.163047254085541,0.0277250614017248,0.0344050116837025,2.02821668643128e-16,9.11883489607135e-07,2.34346261364539e-20,9.7781317477926e-20,1.75892697982956e-35,1.05664442335991e-25,0
"2437","It was about forty degrees.","degree","degrees","forty","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.347295135259628,0.0210143402218819,0.109283283352852,0.156288608908653,0.0911074951291084,1.73851708495931e-06,0.310822784900665,0.757902860641479,0.15736947953701,0.176544278860092,0.490396112203598,0.226530224084854,0.853206992149353,0.205725803971291,0.25213435292244,0.319658279418945,0.0589303858578205,8.3510685726651e-06,3.7537878938565e-07,4.00440514081168e-10,1.0763607649763e-16,2.80400464132413e-12,8.00957001901627e-17,6.24937073241926e-22
"2438","It was about fifty degrees.","degree","degrees","fifty","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.220453307032585,0.015709538012743,0.0781555324792862,0.019360700622201,0.0821176320314407,1.81089049533512e-07,0.627062737941742,0.624377250671387,0.255663841962814,0.131695255637169,0.558663308620453,0.0725653767585754,0.836930572986603,0.277346730232239,0.284196496009827,0.197769016027451,0.0385806709527969,2.76789478448336e-06,7.93054198311438e-07,4.71288980063989e-12,5.13212236781073e-24,5.81468467125701e-14,2.13403409386857e-22,4.95292513133713e-26
"2439","It was about associate degrees.","degree","degrees","associate","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0384420938789845,0.616410493850708,0.158945471048355,0.0163746457546949,0.107314862310886,1.2064561794034e-08,0.241826876997948,0.729279279708862,0.376542240381241,0.0877184197306633,0.47213152050972,0.0932218506932259,0.898962557315826,0.406663417816162,0.396699070930481,0.0616590864956379,0.058871179819107,4.84744546724869e-08,6.02747832090245e-06,7.93305986223139e-14,1.08501921760108e-28,3.88622358441946e-15,2.13558373223079e-24,1.06471830302091e-27
"2440","They liked the floral design.","design","design","floral","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0781534314155579,0.352779000997543,0.100714847445488,0.0034319709520787,0.0246901605278253,4.01729084842373e-06,0.250073403120041,0.466862201690674,0.466994911432266,0.237447440624237,0.190876364707947,0.274147182703018,0.855561196804047,0.00834046863019466,0.258391618728638,0.0948909670114517,0.0504702590405941,6.30552721148092e-09,7.77968089096248e-05,9.45227923709879e-12,0.392335742712021,2.63786263661451e-18,6.98330542697745e-12,1.09304973209622e-32
"2441","They liked the geometric design.","design","design","geometric","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.00592893874272704,0.0926035791635513,0.0995212495326996,0.00033661397174,0.0307161994278431,4.07929610446445e-06,0.235509946942329,0.44402340054512,0.516649603843689,0.0510301366448402,0.198294267058372,0.282140523195267,0.841358482837677,0.013126352801919,0.304592937231064,0.18256114423275,0.0535771176218987,2.41911018994401e-10,1.33051198645262e-05,1.78592848111081e-14,0.0117976032197475,2.89540502669993e-22,6.62761653604501e-22,0
"2442","They liked the product design.","design","design","product","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0880214795470238,0.240561574697495,0.198064357042313,0.00058347766753286,0.0482798628509045,0.00012560229515656,0.078566700220108,0.52419126033783,0.39823254942894,0.0725528821349144,0.256334573030472,0.180488601326942,0.93265700340271,0.0137234050780535,0.339462101459503,0.127358675003052,0.0207484625279903,2.60917465411126e-09,0.00014149490743875,4.08466446430444e-13,9.66329480434069e-06,9.38863974600039e-18,3.98462831469309e-14,1.45941414623868e-32
"2443","They liked the turkey dinner.","dinner","dinner","turkey","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0712641850113869,0.187164962291718,0.143506854772568,0.0586661659181118,0.111361496150494,6.18678086539148e-06,0.0641949623823166,0.282047837972641,0.5223788022995,0.107411459088326,0.256772965192795,0.134578615427017,0.87598192691803,0.0373880192637443,0.306341499090195,0.0578305833041668,0.033571183681488,1.74174886069522e-07,6.88147474647849e-06,1.11816727751957e-11,0.999717533588409,1.28559097653769e-18,3.65348356012873e-08,6.88753100493785e-26
"2444","They liked the light dinner.","dinner","dinner","light","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0356366373598576,0.001033601234667,0.036244872957468,0.00604643067345023,0.158290281891823,2.39180849348486e-07,0.1676205098629,0.487493693828583,0.353724032640457,0.328675925731659,0.158000990748405,0.310810387134552,0.866412401199341,0.0346590504050255,0.226492866873741,0.0666121020913124,0.0236612092703581,1.71990905073471e-07,4.05369564759894e-06,7.84870501924217e-11,8.07412046044647e-21,1.92584939847026e-19,5.23500379205849e-19,0
"2445","They liked the formal dinner.","dinner","dinner","formal","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.00912741478532552,0.0143836578354239,0.0241015162318945,0.0261268690228462,0.137496143579483,4.64941791733509e-07,0.245887577533722,0.412030220031738,0.262822419404984,0.106794692575932,0.174899727106094,0.179508313536644,0.77106899023056,0.166296258568764,0.166035041213036,0.159047484397888,0.0601878799498081,1.47123291327489e-09,2.69385594720006e-07,5.21480374073707e-13,0,3.63164651140555e-22,1.59468029767783e-27,0
"2446","He had a recurring dream.","dream","dream","recurring","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.00389190739952027,0.144515857100487,0.135428383946419,0.0767408460378647,0.0663335174322128,3.32676705738777e-07,0.00796100962907075,0.512955784797668,0.510459005832672,0.133222013711929,0.289774060249329,0.257219105958939,0.831990718841553,0.10068503767252,0.306162685155869,0.242039635777473,0.175218477845192,2.17644608932477e-12,6.75768096698448e-05,2.2689354098454e-17,1.60776667150847e-34,1.495675972297e-31,4.73805789523792e-29,0
"2447","He had a bad dream.","dream","dream","bad","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.126501187682152,0.617599844932556,0.054984524846077,0.400109320878983,0.042933352291584,0.0001108868382289,0.0631301254034042,0.476960510015488,0.374320417642593,0.0511618070304394,0.350512683391571,0.344990253448486,0.83693528175354,0.0964011698961258,0.19350466132164,0.086140088737011,0.0998010560870171,1.74726905036518e-13,6.99283236826886e-06,1.61046029430542e-19,9.2356700949191e-31,4.35741062170437e-34,2.60879903259167e-38,0
"2448","He had a childhood dream.","dream","dream","childhood","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.00794227514415979,0.15989762544632,0.199049234390259,0.0273933745920658,0.146133929491043,0.00249384762719273,0.0083499439060688,0.335132390260696,0.558184742927551,0.0381997674703598,0.359283357858658,0.0533099956810474,0.865436255931854,0.106011979281902,0.293060004711151,0.0956077054142952,0.117515951395035,6.24460852561366e-16,5.18588308295875e-07,3.30644421991783e-22,6.53518497983896e-07,2.50310418570087e-27,7.51576536806331e-22,0
"2449","It was a grueling drill.","drill","drill","grueling","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0212036576122046,0.193269684910774,0.122725374996662,0.00668745441362261,0.175299793481827,0.00010097984340973,0.0089357616379857,0.177096873521805,0.162059754133224,0.0129285156726837,0.177552044391632,0.135228216648102,0.464840829372406,0.0780687779188156,0.139900982379913,0.0360831506550312,0.0576803311705589,6.48846689728089e-05,8.25889655970968e-05,8.398210127325e-08,5.74123166813701e-17,9.99585071832787e-14,4.39244117440367e-20,2.84723489169248e-34
"2450","It was a challenging drill.","drill","drill","challenging","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.00489186821505427,0.103528186678886,0.16774970293045,0.0879735797643661,0.0871580094099045,1.19433807412861e-05,0.0563097782433033,0.450302988290787,0.204632818698883,0.0173645410686731,0.316390991210938,0.178938090801239,0.851911246776581,0.303827196359634,0.254224509000778,0.103621743619442,0.183232456445694,1.54170676225363e-09,2.73768307579303e-07,5.40868754948451e-14,0,7.20031173459325e-27,1.93739475924987e-38,0
"2451","It was an electric drill.","drill","drill","electric","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0114979576319456,0.511622488498688,0.199431851506233,0.00389006710611283,0.112731121480465,0.00303368316963315,0.200381711125374,0.457170128822327,0.472276270389557,0.0381644554436207,0.301561385393143,0.11996241658926,0.896170377731323,0.0815900266170502,0.200710713863373,0.0404265001416206,0.0790196508169174,1.86257437917448e-07,0.00288653257302939,6.29590379830347e-10,6.08358959652833e-07,4.60038759493354e-20,4.15735374863788e-15,4.93017494611993e-32
"2452","It was a multiple-choice examination.","examination","examination","multiple-choice","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.121328994631767,0.0407959073781967,0.107750676572323,0.0957057327032089,0.15770149230957,0.0261882822960615,0.00537378527224063,0.0962628945708275,0.206115961074829,0.090630978345871,0.125392764806747,0.0722142532467842,0.287947535514832,0.0441919825971126,0.137850239872932,0.045954093337059,0.0524793043732643,1.30155637378948e-08,0.00011427054414525,5.27287324914028e-09,2.693534499479e-25,1.10859670617991e-22,1.20698453319336e-26,0
"2453","It was a difficult examination.","examination","examination","difficult","EleutherAI/pythia-14m","step143000","seed8",8,143000,0.0948431268334389,0.0134231373667717,0.0122499763965607,0.00878140423446893,0.0373947136104107,4.38480037701083e-06,0.0191571488976479,0.260595798492432,0.284536957740784,0.130132436752319,0.221463441848755,0.33135649561882,0.780261874198914,0.332835793495178,0.160114482045174,0.0930102542042732,0.194010525941849,6.21619922203109e-10,4.90831871502451e-06,4.04489572532977e-15,0,2.31945135806399e-28,2.42822042572676e-38,0
